YEAR,WEEK,ID_MATERIAL,ID_VENDOR,ID_PLANT,MAT GROUP,CONTRACT QTY,PRICE,CD_DOWN_INTERVAL,VL_BATCH,VL_MPVS,VL_MIN_ORDER_QTY,BATCH,MPVS,FY,FY_LY,STD BATCH,FY WOW,CONTRACT WEIGHT,SUPER THEME,ABC PRESENT,SAFETY TIME PROFILE,COVERAGE PROFILE SITE,COVERAGE PROFILE NO,VS CURRENT,VS PREV,SEGMENTATION,LIFETIME,LAST WEEK SITE COMMENTS,SIP COMMENTS,SITE COMMENTS,AVG_COVERAGE_ONLY,AVG_COVERAGE_ONLY_Q2,TOTAL_DEMAND_ONLY,TOTAL_DEMAND_ONLY_Q2,AVG_DEMAND_ONLY,AVG_DEMAND_ONLY_Q2,TOTAL_PREBUILD,TOTAL_PREBUILD_Q2,AVG_PREBUILD,AVG_PREBUILD_Q2,AVG_INVENTORY_ONLY,AVG_INVENTORY_ONLY_Q2,AVG_SAFETY,AVG_SAFETY_Q2,AVG_SUPPLY,AVG_SUPPLY_Q2
2022,14,2567,2,1,1,24000,296.06,10000,7.0,5.0,5000.0,8325.0,12450.0,47989.0,49695.0,20775.0,0.9656705906026763,1.1552346570397112,6,1,1,5,9,272.53376135245844,56.07793424,8,0.0,1,1,1,86.0,99.3846153846154,-519.0,-23284.0,-519.0,-1791.076923076923,0.0,0.0,0.0,0.0,22839.0,19913.07692307692,0.0,0.0,0.0,18360.0
2022,30,31,1,1,2,6336,3303.93,5000,7.0,6.0,5000.0,3137.0,108.0,3245.0,3395.0,3245.0,0.9558173784977908,1.952542372881356,6,1,1,1,1,216.1557451,0.0,1,0.0,1,1,1,,,,,,,,,,,,,,,,
2023,32,2753,3,1,3,32000,75.59,25000,7.0,5.0,5000.0,39800.0,16000.0,55800.0,75131.0,55800.0,0.7427027458705461,0.5734767025089605,8,1,1,14,5,1.420482614,0.928964392,1,3.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2022,4,1192,3,1,3,53000,40.32,40000,7.0,5.0,5000.0,155000.0,31000.0,252129.0,253437.0,186000.0,0.9948389540595888,0.2849462365591398,6,1,1,6,6,95.56876116851517,21.50940161,1,3.0,1,1,1,11.363636363636363,83.07692307692308,-39812.0,-103474.0,-3619.272727272728,-10347.4,0.0,0.0,0.0,0.0,12133.454545454546,59644.9,0.0,0.0,93120.0,83713.0
2021,11,253,2,1,2,23910,845.05,10000,7.0,6.0,5000.0,2400.0,12810.0,33539.0,33336.0,15210.0,1.0060895128389729,1.571992110453649,8,1,1,16,9,101.50760924330848,11.02999845,5,2.0,1,1,1,0.0,50.23076923076923,-9568.0,-14008.0,-2392.0,-1077.5384615384614,0.0,0.0,0.0,0.0,-1042.0,5899.923076923077,0.0,0.0,7080.0,20967.0
2023,48,4204,2,1,1,124200,34.44,100000,7.0,5.0,5000.0,127800.0,31500.0,166500.0,132300.0,159300.0,1.2585034013605445,0.7796610169491526,1,6,1,1,1,0.873940678,0.517241379,1,0.0,1,1,1,994.1538461538462,990.8333333333334,0.0,0.0,,,0.0,0.0,,,,,,,109200.0,0.0
2022,29,3148,4,1,3,5000,184.18,5000,7.0,5.0,5000.0,42000.0,18000.0,87158.0,82897.0,60000.0,1.0514011363499285,0.0833333333333333,7,1,1,5,2,107.10588692894672,42.46912481,1,3.0,1,1,1,,,,,,,,,,,,,,,,
2023,48,3465,3,1,3,200000,57.83,120000,7.0,5.0,5000.0,200000.0,160000.0,1030076.0,989765.0,360000.0,1.0407278495400425,0.5555555555555556,4,1,1,20,26,1.064363617,1.076029037,1,1.0,1,1,1,31.307692307692307,44.5,0.0,0.0,,,0.0,0.0,,,,,,,381024.0,84084.0
2020,28,763,1,1,1,10500,336.24,10000,7.0,5.0,5000.0,0.0,34064.0,34064.0,49163.0,34064.0,0.6928787909606818,0.3082433067167684,6,1,2,1,1,13.501579378220358,0.0,1,0.0,1,1,1,950.0,,0.0,,,,0.0,,,,,,,,0.0,
2020,27,957,4,1,3,38360,118.62,25000,7.0,5.0,5000.0,28800.0,3200.0,112000.0,105600.0,32000.0,1.0606060606060606,1.19875,16,2,1,5,2,103.69008245228642,55.71663832,7,0.0,1,3,3,,,,,,,,,,,,,,,,
2020,41,889,3,1,3,7600,622.06,5000,7.0,5.0,5000.0,11040.0,4600.0,37720.0,37720.0,15640.0,1.0,0.4859335038363171,27,1,1,5,7,26.267433194747607,23.21108137,5,1.0,1,1,1,41.53846153846154,40.0,-12595.0,-509.0,-968.8461538461538,-509.0,0.0,0.0,0.0,0.0,3817.0,2254.0,0.0,0.0,11103.0,331.0
2023,31,3091,3,1,3,59640,69.9,40000,7.0,5.0,5000.0,97368.0,72000.0,169368.0,189816.0,169368.0,0.8922746238462511,0.3521326342638515,4,1,1,14,5,0.574038878,1.187493551,1,3.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2023,19,3705,4,1,4,76023,252.25,60000,7.0,5.0,5000.0,57200.0,135200.0,754000.0,743600.0,192400.0,1.013986013986014,0.3951299376299376,7,1,1,5,7,0.794046209,1.285798692,8,1.0,1,1,1,,54.875,,0.0,,,,0.0,,,,,,,,167171.0
2021,40,1278,2,1,1,10596,11255.08,10000,7.0,5.0,5000.0,2748.0,2604.0,20336.0,19436.0,5352.0,1.0463058242436716,1.9798206278026904,6,3,1,18,25,67.49755577,76.97825306,5,3.0,1,1,1,35.0,6251818.0,-4502.0,6251818.0,-346.3076923076923,6251818.0,0.0,6251818.0,0.0,6251818.0,1844.5384615384608,6251818.0,0.0,6251818.0,5862.0,6251818.0
2020,37,228,1,1,1,62260,144.31,50000,7.0,5.0,5000.0,64240.0,112530.0,283360.0,283690.0,176770.0,0.9988367584335014,0.3522090852520224,5,1,1,5,6,38.052197272732776,127.1139802,7,0.0,1,1,1,91.5,,-71264.0,,-7126.4,,0.0,,0.0,,44994.2,,0.0,,0.0,
2022,18,2576,1,1,1,107520,91.86,100000,7.0,5.0,5000.0,93600.0,64800.0,569400.0,574800.0,158400.0,0.9906054279749478,0.6787878787878788,8,1,1,5,5,57.81269646076756,24.61590989,9,0.0,1,1,1,,29.0,,-88555.0,,-8855.5,,0.0,,0.0,,49600.8,,0.0,,144650.0
2022,45,2971,3,1,3,41600,68.49,40000,7.0,5.0,5000.0,64000.0,32000.0,511181.0,525002.0,96000.0,0.973674386002339,0.4333333333333333,8,1,5,20,29,83.94124175536888,59.59723376,6,1.0,1,1,1,,,,,,,,,,,,,,,,
2021,47,1527,1,1,2,12192,1657.04,10000,7.0,6.0,5000.0,11840.0,2720.0,42926.0,46266.0,14560.0,0.9278087580512688,0.8373626373626374,9,1,1,6,6,84.84452613771195,40.03409626,5,1.0,1,1,1,39.73076923076923,67.35714285714286,-19518.0,-8364.0,-750.6923076923077,-597.4285714285714,0.0,0.0,0.0,0.0,3591.9615384615386,6380.642857142857,0.0,0.0,29120.0,10555.0
2020,24,657,5,1,3,13000,376.29,5000,7.0,5.0,5000.0,10220.0,4680.0,14900.0,15147.0,14900.0,0.9836931405558856,0.87248322147651,6,1,1,9,7,39.65387173499192,83.95860018,5,3.0,1,1,1,,0.0,,-7377.0,,-2459.0,,0.0,,0.0,,-5820.0,,0.0,,6816.0
2020,30,324,3,1,3,10270,581.84,5000,7.0,5.0,5000.0,5600.0,5600.0,13024.0,13024.0,11200.0,1.0,0.9169642857142856,9,1,1,5,2,160.53584852672236,47.60559612,1,3.0,1,1,1,0.0,,-221.0,,-221.0,,0.0,,0.0,,-1479.0,,0.0,,0.0,
2021,37,1685,2,1,1,42840,158.47,40000,7.0,5.0,5000.0,40680.0,13590.0,136440.0,133650.0,54270.0,1.020875420875421,0.7893864013266998,31,1,1,18,5,53.18636611744658,48.36220177,6,0.0,1,1,1,32.3,,-83188.0,,-8318.8,,0.0,,0.0,,15069.2,,0.0,,31988.0,
2020,30,541,2,1,2,26310,2627.6,25000,7.0,6.0,5000.0,17550.0,13320.0,51840.0,52470.0,30870.0,0.9879931389365352,0.8522837706511176,3,3,1,5,9,40.40871397472741,84.71166001,5,2.0,1,1,1,57.333333333333336,,-2266.0,,-755.3333333333334,,0.0,,0.0,,5575.0,,0.0,,1195.0,
2022,9,1523,4,1,4,9350,732.95,5000,7.0,5.0,5000.0,13500.0,9000.0,56842.0,60720.0,22500.0,0.936133069828722,0.4155555555555555,8,1,1,6,9,118.4862511020578,55.39172526,1,3.0,1,1,1,16.5,71.0,-9790.0,-10562.0,-1631.6666666666667,-812.4615384615385,0.0,0.0,0.0,0.0,2365.5,12349.0,0.0,0.0,8736.0,29616.0
2021,25,1657,5,1,3,20800,268.07,15000,7.0,5.0,5000.0,22400.0,4800.0,70400.0,65600.0,27200.0,1.0731707317073171,0.7647058823529411,31,1,1,18,2,47.8563936901493,1.277742926,10,0.0,1,1,1,,58.5,,-1726.0,,-863.0,,0.0,,0.0,,16723.5,,0.0,,0.0
2021,36,1248,2,1,1,77520,110.95,75000,7.0,5.0,5000.0,68400.0,51280.0,329120.0,322640.0,119680.0,1.0200843044879742,0.6477272727272727,3,1,1,18,7,136.8232778,79.2088918,5,0.0,1,1,1,34.888888888888886,,-69005.0,,-7667.222222222223,,0.0,,0.0,,30403.222222222223,,0.0,,75788.0,
2022,49,3472,3,1,3,112000,70.15,60000,7.0,5.0,5000.0,168000.0,56000.0,462905.0,443652.0,224000.0,1.043396626184487,0.5,2,6,5,10,41,35.06880397637393,69.94620178,1,0.0,1,1,1,,,,,,,,,,,,,,,,
2022,24,3004,2,1,2,25974,1922.48,25000,7.0,6.0,5000.0,25070.0,13370.0,65840.0,93490.0,38440.0,0.7042464434698898,0.6757023933402706,5,1,4,1,1,,0.0,9,0.0,1,1,1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
2023,30,2532,2,1,1,20072,819.47,10000,7.0,5.0,5000.0,12504.0,12432.0,27216.0,27504.0,24936.0,0.9895287958115184,0.8049406480590311,6,1,1,5,5,0.264628162,0.895170789,1,3.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2021,26,1237,1,1,1,60800,293.83,50000,7.0,5.0,5000.0,52900.0,0.0,224298.0,221258.0,52900.0,1.0137396161946686,1.1493383742911154,1,1,1,18,6,105.15515144305444,33.80903275,5,0.0,1,1,1,,65.0,,-2940.0,,-2940.0,,0.0,,0.0,,46299.0,,0.0,,0.0
2023,35,2566,5,1,3,8736,475.94,5000,7.0,5.0,5000.0,5607.0,3200.0,8807.0,8866.0,8807.0,0.9933453643131064,0.9919382309526512,1,1,1,1,1,0.318458912,1.260590077,1,3.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2023,20,2992,3,1,3,116100,62.82,60000,7.0,5.0,5000.0,24000.0,32000.0,162978.0,135921.0,56000.0,1.1990641622707308,2.0732142857142857,6,1,1,5,6,0.127313594,0.792574159,1,3.0,1,1,1,,71.57142857142857,,0.0,,,,0.0,,,,,,,,49200.0
2023,9,3503,5,1,3,22450,387.14,15000,7.0,5.0,5000.0,22750.0,17550.0,97296.0,95065.0,40300.0,1.0234681533687475,0.5570719602977667,1,1,1,5,9,0.259902151,0.909412042,5,1.0,1,1,1,56.0,95.76923076923076,0.0,0.0,,,0.0,-8000.0,0.0,-615.3846153846154,,,,,8832.0,35413.0
2022,7,2382,5,1,3,26600,311.21,25000,7.0,5.0,5000.0,11200.0,25600.0,77605.0,85253.0,36800.0,0.9102905469602244,0.7228260869565217,4,2,1,5,2,0.7932629450675367,8.360094147,1,0.0,1,1,1,16.5,64.46153846153847,-18866.0,-15433.0,-2358.25,-1187.1538461538462,0.0,0.0,0.0,0.0,1736.25,10667.0,0.0,0.0,24672.0,21024.0
2020,32,270,1,1,2,18120,1375.03,10000,7.0,6.0,5000.0,1935.0,5040.0,6975.0,8895.0,6975.0,0.7841483979763912,2.5978494623655912,6,1,1,5,2,23.199769090312767,6.582127757,1,3.0,1,1,1,0.0,,-179.0,,-179.0,,0.0,,0.0,,-11087.0,,0.0,,0.0,
2020,47,1185,5,1,3,12480,301.19,5000,7.0,5.0,5000.0,5720.0,3640.0,26837.0,26860.0,9360.0,0.9991437081161578,1.3333333333333333,17,1,1,14,2,,91.09348191,1,0.0,1,1,1,31.923076923076923,69.28571428571429,-10192.0,-3524.0,-784.0,-503.4285714285714,0.0,0.0,0.0,0.0,3293.6153846153848,4783.571428571428,0.0,0.0,8609.0,4595.0
2021,45,1244,3,1,3,43450,56.58,40000,7.0,5.0,5000.0,102500.0,71750.0,543250.0,645750.0,174250.0,0.8412698412698413,0.2493543758967001,4,2,1,6,6,102.224136702615,96.46097176,5,0.0,1,1,1,43.15384615384615,57.6,-178126.0,-53373.0,-13702.0,-10674.6,0.0,-7836.0,0.0,-1567.2,72971.84615384616,74761.8,0.0,0.0,196980.0,73154.0
2023,26,2698,2,1,1,175576,324.47,100000,7.0,5.0,5000.0,103880.0,6020.0,580860.0,567350.0,109900.0,1.023812461443553,1.5975978161965425,4,1,1,6,6,0.427636266,1.076835348,5,2.0,1,1,1,,93.0,,0.0,,,,0.0,,,,,,,,320.0
2021,46,2190,2,1,1,38170,172.61,35000,7.0,5.0,5000.0,23430.0,61710.0,105647.0,121195.0,85140.0,0.8717108791616816,0.4483204134366925,33,1,1,5,5,73.66287596197759,63.30514442,9,0.0,1,1,1,22.53846153846154,21.0,-116827.0,-17252.0,-8986.692307692309,-2875.333333333333,0.0,0.0,0.0,0.0,21375.92307692308,10694.666666666666,0.0,0.0,64391.0,17116.0
2023,14,3173,1,1,2,7600,3069.88,5000,7.0,6.0,5000.0,12276.0,4716.0,64092.0,70627.0,16992.0,0.907471646820621,0.4472693032015066,2,1,1,13,2,0.258877254,1.095918502,1,3.0,1,1,1,,37.61538461538461,,0.0,,,,0.0,,,,,,,,20655.0
2022,25,3183,5,1,3,98550,330.45,60000,7.0,5.0,5000.0,54296.0,0.0,217636.0,217636.0,54296.0,1.0,1.815050832473847,13,1,1,5,6,79.53137416430816,13.49533473,5,0.0,1,1,1,,55.66666666666666,,-7697.0,,-2565.6666666666665,,0.0,,0.0,,36812.333333333336,,0.0,,6135.0
2021,13,1299,3,1,3,26360,164.81,25000,7.0,5.0,5000.0,48000.0,28800.0,127870.0,129563.0,76800.0,0.9869329978466076,0.3432291666666666,5,1,1,15,6,193.5778357117228,39.28669074,1,0.0,1,1,1,13.0,34.92307692307692,-10148.0,-59273.0,-5074.0,-4559.461538461538,0.0,0.0,0.0,0.0,9460.0,20440.53846153846,0.0,0.0,0.0,81792.0
2022,41,2841,4,1,3,13580,463.32,5000,7.0,5.0,5000.0,8800.0,15200.0,45254.0,44000.0,24000.0,1.0285,0.5658333333333333,6,1,5,1,1,59.77668450142327,68.36030982,5,0.0,1,1,1,,,,,,,,,,,,,,,,
2023,47,4318,2,1,1,12600,79.06,10000,7.0,5.0,5000.0,12600.0,70200.0,110700.0,105300.0,82800.0,1.051282051282051,0.1521739130434782,11,3,1,1,1,0.79436903,28.92084433,1,1.0,1,1,1,27.692307692307693,45.0,0.0,0.0,,,0.0,0.0,,,,,,,16800.0,0.0
2023,8,3360,1,1,2,12000,2310.92,10000,7.0,6.0,5000.0,2380.0,6700.0,28275.0,30435.0,9080.0,0.929029078363726,1.3215859030837005,6,1,1,13,6,0.008069522,0.616475558,1,3.0,1,1,1,39.833333333333336,42.38461538461539,0.0,0.0,,,0.0,0.0,,,,,,,7190.0,10264.0
2020,19,673,3,1,3,17550,524.08,15000,7.0,5.0,5000.0,3200.0,26400.0,43642.0,26228.0,29600.0,1.6639469269482996,0.5929054054054054,9,1,2,1,1,3.064785404233166,0.0,1,3.0,1,1,1,,0.625,,-25840.0,,-6460.0,,0.0,,0.0,,6460.0,,0.0,,25840.0
2022,43,3427,2,1,1,74850,267.35,50000,7.0,5.0,5000.0,104160.0,66800.0,548800.0,521439.0,170960.0,1.0524721012429066,0.4378217126813289,13,6,5,10,30,,30.0165973,1,0.0,7,1,1,,,,,,,,,,,,,,,,
2021,49,1654,1,1,1,19000,349.09,10000,7.0,5.0,5000.0,9200.0,0.0,57800.0,57800.0,9200.0,1.0,2.065217391304348,8,1,1,1,1,86.92056186326356,58.40677814,1,0.0,1,1,1,0.0,0.0,-22213.0,-9931.0,-1708.6923076923076,-1103.4444444444443,0.0,0.0,0.0,0.0,-6119.384615384615,-3582.777777777778,0.0,0.0,21600.0,10800.0
2021,3,1297,3,1,3,119680,55.19,60000,7.0,5.0,5000.0,164000.0,61500.0,833820.0,823598.0,225500.0,1.0124113948795408,0.5307317073170732,4,1,1,13,6,82.44447819797925,34.17051397,8,1.0,1,1,1,60.63636363636363,87.92307692307692,-141457.0,-137424.0,-12859.727272727272,-10571.076923076924,0.0,0.0,0.0,0.0,112626.72727272728,185339.0769230769,0.0,0.0,182664.0,225297.0
2020,37,507,1,1,1,7000,485.21,5000,7.0,5.0,5000.0,5460.0,14140.0,24986.0,24432.0,19600.0,1.0226751800916831,0.3571428571428571,5,1,1,5,7,224.1313732499469,108.3815959,5,3.0,1,1,1,110.2,,-9806.0,,-980.6,,0.0,,0.0,,6221.8,,0.0,,2596.0,
2021,42,1961,3,1,3,42000,160.3,40000,7.0,5.0,5000.0,45600.0,79200.0,328800.0,316800.0,124800.0,1.0378787878787878,0.3365384615384615,2,1,1,5,2,71.63251206903244,46.84454477,8,0.0,1,1,1,20.923076923076923,33.5,-76969.0,-8704.0,-5920.692307692308,-4352.0,-2888.0,-1346.0,-222.15384615384616,-673.0,18614.53846153846,22141.0,0.0,0.0,75049.0,16068.0
2020,32,767,1,1,1,16984,1445.92,10000,7.0,5.0,5000.0,0.0,15185.0,15185.0,16789.0,15185.0,0.9044612543927572,1.1184721764899572,8,1,2,1,1,403.8209748872283,0.0,1,0.0,1,1,1,859.0,,0.0,,,,0.0,,,,,,,,0.0,
2022,36,3223,3,1,3,105300,60.46,60000,7.0,5.0,5000.0,140041.0,80000.0,220041.0,234313.0,220041.0,0.9390900206134528,0.4785471798437564,5,1,1,1,1,128.52723967557432,120.5684104,1,0.0,1,1,1,,,,,,,,,,,,,,,,
2022,16,2938,2,1,1,49000,48.72,45000,7.0,5.0,5000.0,38689.0,10302.0,103531.0,90476.0,48991.0,1.1442924090366506,1.0001837072115287,27,1,1,5,5,,0.0,9,0.0,1,1,1,,26.58333333333333,,-2562.0,,-284.6666666666667,,0.0,,0.0,,18359.33333333333,,0.0,,32400.0
2021,40,2213,1,1,2,6200,4280.02,5000,7.0,6.0,5000.0,0.0,2875.0,89175.0,89173.0,2875.0,1.000022428313503,2.1565217391304348,2,1,1,10,25,0.0,0.0,1,0.0,1,1,1,33.69230769230769,6379682.0,-19797.0,6379682.0,-1522.8461538461538,6379682.0,0.0,6379682.0,0.0,6379682.0,8509.846153846154,6379682.0,0.0,6379682.0,24650.0,6379682.0
2022,20,3044,3,1,3,16000,355.62,15000,7.0,5.0,5000.0,22400.0,16000.0,99200.0,83659.0,38400.0,1.1857660263689502,0.4166666666666667,37,1,1,5,2,85.61918641,181.2035006,9,0.0,5,1,1,,1.5,,-49092.0,,-6136.5,,0.0,,0.0,,-7523.375,,0.0,,44832.0
2020,22,664,1,1,1,31000,287.86,30000,7.0,5.0,5000.0,3048.0,65600.0,68648.0,68648.0,68648.0,1.0,0.451579070038457,6,1,1,7,7,39.72557837,45.96272785,5,3.0,1,1,1,,39.0,,-3260.0,,-652.0,,0.0,,0.0,,3220.6,,0.0,,7200.0
2021,18,1105,4,1,3,5040,569.5,5000,7.0,5.0,5000.0,2560.0,0.0,16000.0,16000.0,2560.0,1.0,1.96875,8,3,1,16,5,77.55038238433991,25.20180955,6,2.0,1,1,1,,52.1,,-3099.0,,-309.9,,0.0,,0.0,,2161.0,,0.0,,2400.0
2022,36,297,1,1,1,27696,2441.04,25000,7.0,5.0,5000.0,14736.0,30816.0,54635.0,52830.0,45552.0,1.034166193450691,0.6080084299262382,4,3,1,1,1,90.77507778569256,61.56629178,1,3.0,1,1,1,,,,,,,,,,,,,,,,
2022,18,771,5,1,3,15120,344.04,15000,7.0,5.0,5000.0,0.0,13301.0,13301.0,13301.0,13301.0,1.0,1.1367566348394855,13,1,1,1,1,27.69436583457766,5.423364211,1,3.0,1,1,1,,76.8,,-8378.0,,-837.8,,0.0,,0.0,,6439.4,,0.0,,5400.0
2021,26,447,1,1,1,98800,71.04,75000,7.0,5.0,5000.0,64240.0,0.0,96091.0,126491.0,64240.0,0.7596666956542363,1.5379825653798256,13,1,1,1,1,141.58732395654542,59.64987988,1,3.0,1,1,1,,37.0,,-6928.0,,-6928.0,,0.0,,0.0,,30240.0,,0.0,,39936.0
2023,39,3360,1,1,2,10780,2128.76,10000,7.0,6.0,5000.0,0.0,6409.0,6409.0,6443.0,6409.0,0.9947229551451188,1.6820096738960837,6,1,2,1,1,0.375118889,1.091957706,1,3.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2020,28,54,3,1,3,53800,155.99,40000,7.0,5.0,5000.0,129600.0,31200.0,355200.0,348800.0,160800.0,1.018348623853211,0.3345771144278607,2,1,1,6,7,69.17175053434354,10.87968935,5,0.0,2,1,1,87.0,,-5358.0,,-5358.0,,0.0,,0.0,,55885.0,,0.0,,0.0,
2021,32,1671,3,1,3,65200,294.98,60000,7.0,5.0,5000.0,68200.0,17050.0,146850.0,142450.0,85250.0,1.0308880308880308,0.7648093841642228,1,1,1,18,25,161.81022202550278,46.20545633,6,1.0,1,1,1,38.2,,-9091.0,,-1818.2,,0.0,,0.0,,9616.6,,0.0,,9523.0,
2021,40,1948,2,1,1,43800,94.37,40000,7.0,5.0,5000.0,32640.0,50400.0,170560.0,157920.0,83040.0,1.0800405268490374,0.5274566473988439,5,1,1,5,5,88.43819667313215,27.58721003,9,0.0,1,1,1,20.53846153846154,6332649.0,-41039.0,6332649.0,-3156.846153846154,6332649.0,0.0,6332649.0,0.0,6332649.0,7190.076923076923,6332649.0,0.0,6332649.0,33860.0,6332649.0
2020,40,148,1,1,1,88000,366.59,75000,7.0,5.0,5000.0,83325.0,34050.0,263917.0,261565.0,117375.0,1.0089920287500238,0.7497337593184239,4,2,1,5,7,92.67515189434472,71.59407985,5,3.0,1,1,1,41.38461538461539,,-103918.0,,-7993.692307692308,,0.0,,0.0,,51777.769230769234,,0.0,,85817.0,
2021,29,1146,2,1,1,188820,163.87,100000,7.0,5.0,5000.0,180270.0,82800.0,469260.0,424170.0,263070.0,1.106301718650541,0.7177557304139582,13,1,1,18,25,91.8585756686264,43.87191375,5,3.0,1,1,1,37.5,,-18291.0,,-9145.5,,0.0,,0.0,,43197.0,,0.0,,17813.0,
2023,49,3517,3,1,3,80300,50.73,60000,7.0,5.0,5000.0,72000.0,64000.0,454790.0,471526.0,136000.0,0.964506729215356,0.5904411764705882,4,1,1,20,26,0.841840609,1.160246866,1,1.0,1,1,1,32.23076923076923,42.57142857142857,0.0,0.0,,,0.0,0.0,,,,,,,156240.0,42480.0
2022,21,2563,5,1,3,5376,546.21,5000,7.0,5.0,5000.0,1920.0,0.0,1920.0,1920.0,1920.0,1.0,2.8,26,1,1,1,1,,0.0,10,0.0,1,1,1,,108.14285714285714,,-972.0,,-138.85714285714286,,0.0,,0.0,,1340.7142857142858,,0.0,,2400.0
2021,49,2409,2,1,1,48840,144.44,45000,7.0,5.0,5000.0,48359.0,0.0,48359.0,48359.0,48359.0,1.0,1.009946442234124,13,1,1,5,9,70.46528265713587,83.42510675,8,0.0,1,1,1,12.076923076923077,50.22222222222222,-161925.0,-83265.0,-12455.76923076923,-9251.666666666666,0.0,0.0,0.0,0.0,17780.76923076923,62152.333333333336,0.0,0.0,132480.0,117668.0
2023,24,2694,1,1,1,7020,1316.26,5000,7.0,5.0,5000.0,960.0,0.0,1284.0,1245.0,960.0,1.0313253012048194,7.3125,8,1,1,5,5,0.033857729,0.304920305,1,3.0,1,3,3,,66.0,,0.0,,,,0.0,,,,,,,,0.0
2022,25,2040,2,1,1,21240,527.32,10000,7.0,5.0,5000.0,25830.0,0.0,36133.0,41263.0,25830.0,0.8756755446768291,0.8222996515679443,5,1,1,1,1,64.61951737382186,4.952718992,1,3.0,1,1,1,,62.66666666666666,,-4595.0,,-1531.6666666666667,,0.0,,0.0,,16878.333333333332,,0.0,,5136.0
2021,35,1907,3,1,3,24950,214.63,15000,7.0,5.0,5000.0,30400.0,11200.0,97600.0,83200.0,41600.0,1.1730769230769231,0.5997596153846154,16,2,1,18,2,93.96761894953536,66.44062815,10,0.0,1,1,1,18.375,,-23808.0,,-2976.0,,0.0,,0.0,,7271.0,,0.0,,21575.0,
2023,19,3784,3,1,3,23260,564.93,15000,7.0,5.0,5000.0,16100.0,0.0,105340.0,103500.0,16100.0,1.0177777777777777,1.4447204968944098,1,6,1,13,7,0.924042654,1.151338766,8,0.0,1,1,1,,57.125,,0.0,,,,0.0,,,,,,,,20784.0
2020,31,126,1,1,1,76200,307.73,75000,7.0,5.0,5000.0,50900.0,11400.0,125300.0,133800.0,62300.0,0.936472346786248,1.2231139646869984,13,1,1,5,6,127.2227679737826,56.17979016,6,3.0,1,1,1,32.75,,-8110.0,,-2027.5,,0.0,,0.0,,9691.0,,0.0,,3618.0,
2021,42,2259,1,1,1,58000,112.15,50000,7.0,5.0,5000.0,105640.0,25080.0,436240.0,436240.0,130720.0,1.0,0.4436964504283965,2,1,1,5,7,,70.33168068,1,0.0,1,1,1,46.76923076923077,93.0,-126302.0,-11295.0,-9715.53846153846,-5647.5,-5040.0,-3233.0,-387.6923076923077,-1616.5,44187.15384615384,59188.5,0.0,0.0,109646.0,24657.0
2020,23,857,4,1,3,120080,113.14,120000,7.0,5.0,5000.0,90255.0,36906.0,127161.0,127161.0,127161.0,1.0,0.9443146876793984,11,1,3,8,5,80.38573442836578,90.70346137,5,0.0,1,1,1,,53.2,,-29113.0,,-5822.6,,0.0,,0.0,,33057.2,,0.0,,62893.0
2020,15,553,3,1,3,12640,428.34,5000,7.0,5.0,5000.0,9650.0,1931.0,24176.0,25008.0,11581.0,0.966730646193218,1.0914428805802607,5,1,1,5,2,132.26996156836844,63.5232776,1,3.0,1,1,1,,22.25,,-10395.0,,-866.25,,0.0,,0.0,,2306.0,,0.0,,11353.0
2020,20,775,5,1,3,120000,112.15,120000,7.0,5.0,5000.0,37322.0,93241.0,130563.0,107466.0,130563.0,1.2149237898498129,0.919096528112865,6,1,1,1,1,112.22220146139207,0.523015299,1,0.0,1,1,1,,14.714285714285714,,-64310.0,,-32155.0,,0.0,,0.0,,28390.0,,0.0,,93960.0
2021,40,1717,3,1,3,110500,80.2,60000,7.0,5.0,5000.0,13000.0,0.0,149500.0,147768.0,13000.0,1.011721076281739,8.5,6,1,1,19,6,115.51995531775552,47.69315505,5,0.0,1,1,1,45.92307692307692,6332843.0,-62588.0,6332843.0,-4814.461538461538,6332843.0,0.0,6332843.0,0.0,6332843.0,26041.0,6332843.0,0.0,6332843.0,67065.0,6332843.0
2022,49,2739,1,1,1,106800,325.34,100000,7.0,5.0,5000.0,66690.0,49920.0,449692.0,458522.0,116610.0,0.9807424725531164,0.9158734242346284,30,1,5,20,26,108.47143935327408,61.62232418,5,2.0,1,1,1,,,,,,,,,,,,,,,,
2022,41,2731,2,1,1,20900,525.68,10000,7.0,5.0,5000.0,0.0,34865.0,34865.0,47120.0,34865.0,0.7399193548387096,0.5994550408719346,5,1,5,1,1,68.57162116973933,85.14813948,1,0.0,1,1,1,,,,,,,,,,,,,,,,
2022,39,3341,2,1,5,40500,24.17,40000,7.0,5.0,5000.0,33750.0,33750.0,306000.0,324000.0,67500.0,0.9444444444444444,0.6,30,3,1,1,1,46.00554877,8.156735608,8,1.0,1,1,1,,,,,,,,,,,,,,,,
